parsed_smell,parsed_smell_identifiers,message
"
				45 LocalDeclarationStatement
					45 VariableDeclaration
						45 IdentifierName
						45 VariableDeclarator
							45 EqualsValueClause
								45 ObjectCreationExpression
									45 GenericName
										45 TypeArgumentList
											45 NullableType
												45 PredefinedType
									45 ArgumentList
										45 Argument
											45 StringLiteralExpression
										45 Argument
											45 StringLiteralExpression
","
				45 LocalDeclarationStatement
					45 VariableDeclaration
						45 IdentifierName var
						45 VariableDeclarator
							45 EqualsValueClause
								45 ObjectCreationExpression
									45 GenericName
										45 TypeArgumentList
											45 NullableType
												45 PredefinedType
									45 ArgumentList
										45 Argument
											45 StringLiteralExpression
										45 Argument
											45 StringLiteralExpression",Refactor
"
		13 BaseList
			13 SimpleBaseType
				13 IdentifierName
","
		13 BaseList
			13 SimpleBaseType
				13 IdentifierName OpenApiException",Refactor
"
		12 BaseList
			12 SimpleBaseType
				12 IdentifierName
","
		12 BaseList
			12 SimpleBaseType
				12 IdentifierName Exception",Refactor
"
				62 IfStatement
					62 IsExpression
						62 IdentifierName
						62 IdentifierName
","
				62 IfStatement
					62 IsExpression
						62 IdentifierName input
						62 IdentifierName MemoryStream",Refactor
"
													39 IfStatement
														39 LogicalNotExpression
															39 InvocationExpression
																39 SimpleMemberAccessExpression
																	39 SimpleMemberAccessExpression
																		39 IdentifierName
																		39 IdentifierName
																	39 IdentifierName
																39 ArgumentList
																	39 Argument
																		39 ObjectCreationExpression
																			39 IdentifierName
																			39 ArgumentList
																				39 Argument
																					39 IdentifierName
																	39 Argument
																		39 IdentifierName
","
													39 IfStatement
														39 LogicalNotExpression
															39 InvocationExpression
																39 SimpleMemberAccessExpression
																	39 SimpleMemberAccessExpression
																		39 IdentifierName map
																		39 IdentifierName Children
																	39 IdentifierName TryGetValue
																39 ArgumentList
																	39 Argument
																		39 ObjectCreationExpression
																			39 IdentifierName YamlScalarNode
																			39 ArgumentList
																				39 Argument
																					39 IdentifierName token
																	39 Argument
																		39 IdentifierName pointer",Refactor
"
									28 Argument
										28 InterpolatedStringExpression
											28 InterpolatedStringText
											28 Interpolation
												28 SimpleMemberAccessExpression
													28 SimpleMemberAccessExpression
														28 IdentifierName
														28 IdentifierName
													28 IdentifierName
											28 InterpolatedStringText
											28 Interpolation
												28 SimpleMemberAccessExpression
													28 TypeOfExpression
														28 IdentifierName
													28 IdentifierName
									28 Argument
										28 IdentifierName
","
									28 Argument
										28 InterpolatedStringExpression
											28 InterpolatedStringText
											28 Interpolation
												28 SimpleMemberAccessExpression
													28 SimpleMemberAccessExpression
														28 IdentifierName _nodeList
														28 IdentifierName Start
													28 IdentifierName Line
											28 InterpolatedStringText
											28 Interpolation
												28 SimpleMemberAccessExpression
													28 TypeOfExpression
														28 IdentifierName T
													28 IdentifierName Name
									28 Argument
										28 IdentifierName _nodeList",Refactor
"
									48 Argument
										48 InterpolatedStringExpression
											48 InterpolatedStringText
											48 Interpolation
												48 SimpleMemberAccessExpression
													48 SimpleMemberAccessExpression
														48 IdentifierName
														48 IdentifierName
													48 IdentifierName
											48 InterpolatedStringText
											48 Interpolation
												48 SimpleMemberAccessExpression
													48 TypeOfExpression
														48 IdentifierName
													48 IdentifierName
									48 Argument
										48 IdentifierName
","
									48 Argument
										48 InterpolatedStringExpression
											48 InterpolatedStringText
											48 Interpolation
												48 SimpleMemberAccessExpression
													48 SimpleMemberAccessExpression
														48 IdentifierName _nodeList
														48 IdentifierName Start
													48 IdentifierName Line
											48 InterpolatedStringText
											48 Interpolation
												48 SimpleMemberAccessExpression
													48 TypeOfExpression
														48 IdentifierName T
													48 IdentifierName Name
									48 Argument
										48 IdentifierName _nodeList",Refactor
"
										41 GenericName
											41 TypeArgumentList
												41 IdentifierName
									41 ArgumentList
","
										41 GenericName
											41 TypeArgumentList
												41 IdentifierName PropertyNode
									41 ArgumentList",Remove
"
															75 ExpressionStatement
																75 SimpleAssignmentExpression
																	75 IdentifierName
																	75 ConditionalExpression
																		75 EqualsExpression
																			75 AsExpression
																				75 SimpleMemberAccessExpression
																					75 IdentifierName
																					75 IdentifierName
																				75 IdentifierName
																			75 NullLiteralExpression
","
															75 ExpressionStatement
																75 SimpleAssignmentExpression
																	75 IdentifierName value
																	75 ConditionalExpression
																		75 EqualsExpression
																			75 AsExpression
																				75 SimpleMemberAccessExpression
																					75 IdentifierName n
																					75 IdentifierName Value
																				75 IdentifierName YamlMappingNode
																			75 NullLiteralExpression",Refactor
"
														80 Block
","
														80 Block",Refactor
"
														90 Block
","
														90 Block",Refactor
"
												95 IfStatement
													95 InvocationExpression
														95 SimpleMemberAccessExpression
															95 IdentifierName
															95 IdentifierName
														95 ArgumentList
															95 Argument
																95 IdentifierName
															95 Argument
																95 SimpleMemberAccessExpression
																	95 IdentifierName
																	95 IdentifierName
															95 Argument
																95 SimpleMemberAccessExpression
																	95 IdentifierName
																	95 IdentifierName
															95 Argument
																95 DeclarationExpression
																	95 IdentifierName
																	95 SingleVariableDesignation
","
												95 IfStatement
													95 InvocationExpression
														95 SimpleMemberAccessExpression
															95 IdentifierName DateTimeOffset
															95 IdentifierName TryParse
														95 ArgumentList
															95 Argument
																95 IdentifierName value
															95 Argument
																95 SimpleMemberAccessExpression
																	95 IdentifierName CultureInfo
																	95 IdentifierName InvariantCulture
															95 Argument
																95 SimpleMemberAccessExpression
																	95 IdentifierName DateTimeStyles
																	95 IdentifierName None
															95 Argument
																95 DeclarationExpression
																	95 IdentifierName var
																	95 SingleVariableDesignation",Refactor
"
												103 IfStatement
													103 InvocationExpression
														103 SimpleMemberAccessExpression
															103 IdentifierName
															103 IdentifierName
														103 ArgumentList
															103 Argument
																103 IdentifierName
															103 Argument
																103 SimpleMemberAccessExpression
																	103 IdentifierName
																	103 IdentifierName
															103 Argument
																103 SimpleMemberAccessExpression
																	103 IdentifierName
																	103 IdentifierName
															103 Argument
																103 DeclarationExpression
																	103 IdentifierName
																	103 SingleVariableDesignation
","
												103 IfStatement
													103 InvocationExpression
														103 SimpleMemberAccessExpression
															103 IdentifierName DateTimeOffset
															103 IdentifierName TryParse
														103 ArgumentList
															103 Argument
																103 IdentifierName value
															103 Argument
																103 SimpleMemberAccessExpression
																	103 IdentifierName CultureInfo
																	103 IdentifierName InvariantCulture
															103 Argument
																103 SimpleMemberAccessExpression
																	103 IdentifierName DateTimeStyles
																	103 IdentifierName None
															103 Argument
																103 DeclarationExpression
																	103 IdentifierName var
																	103 SingleVariableDesignation",Refactor
"
									159 IfStatement
										159 InvocationExpression
											159 SimpleMemberAccessExpression
												159 PredefinedType
												159 IdentifierName
											159 ArgumentList
												159 Argument
													159 IdentifierName
												159 Argument
													159 SimpleMemberAccessExpression
														159 IdentifierName
														159 IdentifierName
												159 Argument
													159 SimpleMemberAccessExpression
														159 IdentifierName
														159 IdentifierName
												159 Argument
													159 DeclarationExpression
														159 IdentifierName
														159 SingleVariableDesignation
","
									159 IfStatement
										159 InvocationExpression
											159 SimpleMemberAccessExpression
												159 PredefinedType
												159 IdentifierName TryParse
											159 ArgumentList
												159 Argument
													159 IdentifierName value
												159 Argument
													159 SimpleMemberAccessExpression
														159 IdentifierName NumberStyles
														159 IdentifierName Integer
												159 Argument
													159 SimpleMemberAccessExpression
														159 IdentifierName CultureInfo
														159 IdentifierName InvariantCulture
												159 Argument
													159 DeclarationExpression
														159 IdentifierName var
														159 SingleVariableDesignation",Refactor
"
									167 IfStatement
										167 InvocationExpression
											167 SimpleMemberAccessExpression
												167 PredefinedType
												167 IdentifierName
											167 ArgumentList
												167 Argument
													167 IdentifierName
												167 Argument
													167 SimpleMemberAccessExpression
														167 IdentifierName
														167 IdentifierName
												167 Argument
													167 SimpleMemberAccessExpression
														167 IdentifierName
														167 IdentifierName
												167 Argument
													167 DeclarationExpression
														167 IdentifierName
														167 SingleVariableDesignation
","
									167 IfStatement
										167 InvocationExpression
											167 SimpleMemberAccessExpression
												167 PredefinedType
												167 IdentifierName TryParse
											167 ArgumentList
												167 Argument
													167 IdentifierName value
												167 Argument
													167 SimpleMemberAccessExpression
														167 IdentifierName NumberStyles
														167 IdentifierName Integer
												167 Argument
													167 SimpleMemberAccessExpression
														167 IdentifierName CultureInfo
														167 IdentifierName InvariantCulture
												167 Argument
													167 DeclarationExpression
														167 IdentifierName var
														167 SingleVariableDesignation",Refactor
"
									175 IfStatement
										175 InvocationExpression
											175 SimpleMemberAccessExpression
												175 PredefinedType
												175 IdentifierName
											175 ArgumentList
												175 Argument
													175 IdentifierName
												175 Argument
													175 SimpleMemberAccessExpression
														175 IdentifierName
														175 IdentifierName
												175 Argument
													175 SimpleMemberAccessExpression
														175 IdentifierName
														175 IdentifierName
												175 Argument
													175 DeclarationExpression
														175 IdentifierName
														175 SingleVariableDesignation
","
									175 IfStatement
										175 InvocationExpression
											175 SimpleMemberAccessExpression
												175 PredefinedType
												175 IdentifierName TryParse
											175 ArgumentList
												175 Argument
													175 IdentifierName value
												175 Argument
													175 SimpleMemberAccessExpression
														175 IdentifierName NumberStyles
														175 IdentifierName Integer
												175 Argument
													175 SimpleMemberAccessExpression
														175 IdentifierName CultureInfo
														175 IdentifierName InvariantCulture
												175 Argument
													175 DeclarationExpression
														175 IdentifierName var
														175 SingleVariableDesignation",Refactor
"
									183 IfStatement
										183 InvocationExpression
											183 SimpleMemberAccessExpression
												183 PredefinedType
												183 IdentifierName
											183 ArgumentList
												183 Argument
													183 IdentifierName
												183 Argument
													183 BitwiseOrExpression
														183 SimpleMemberAccessExpression
															183 IdentifierName
															183 IdentifierName
														183 SimpleMemberAccessExpression
															183 IdentifierName
															183 IdentifierName
												183 Argument
													183 SimpleMemberAccessExpression
														183 IdentifierName
														183 IdentifierName
												183 Argument
													183 DeclarationExpression
														183 IdentifierName
														183 SingleVariableDesignation
","
									183 IfStatement
										183 InvocationExpression
											183 SimpleMemberAccessExpression
												183 PredefinedType
												183 IdentifierName TryParse
											183 ArgumentList
												183 Argument
													183 IdentifierName value
												183 Argument
													183 BitwiseOrExpression
														183 SimpleMemberAccessExpression
															183 IdentifierName NumberStyles
															183 IdentifierName Float
														183 SimpleMemberAccessExpression
															183 IdentifierName NumberStyles
															183 IdentifierName AllowThousands
												183 Argument
													183 SimpleMemberAccessExpression
														183 IdentifierName CultureInfo
														183 IdentifierName InvariantCulture
												183 Argument
													183 DeclarationExpression
														183 IdentifierName var
														183 SingleVariableDesignation",Refactor
"
									191 IfStatement
										191 InvocationExpression
											191 SimpleMemberAccessExpression
												191 PredefinedType
												191 IdentifierName
											191 ArgumentList
												191 Argument
													191 IdentifierName
												191 Argument
													191 BitwiseOrExpression
														191 SimpleMemberAccessExpression
															191 IdentifierName
															191 IdentifierName
														191 SimpleMemberAccessExpression
															191 IdentifierName
															191 IdentifierName
												191 Argument
													191 SimpleMemberAccessExpression
														191 IdentifierName
														191 IdentifierName
												191 Argument
													191 DeclarationExpression
														191 IdentifierName
														191 SingleVariableDesignation
","
									191 IfStatement
										191 InvocationExpression
											191 SimpleMemberAccessExpression
												191 PredefinedType
												191 IdentifierName TryParse
											191 ArgumentList
												191 Argument
													191 IdentifierName value
												191 Argument
													191 BitwiseOrExpression
														191 SimpleMemberAccessExpression
															191 IdentifierName NumberStyles
															191 IdentifierName Float
														191 SimpleMemberAccessExpression
															191 IdentifierName NumberStyles
															191 IdentifierName AllowThousands
												191 Argument
													191 SimpleMemberAccessExpression
														191 IdentifierName CultureInfo
														191 IdentifierName InvariantCulture
												191 Argument
													191 DeclarationExpression
														191 IdentifierName var
														191 SingleVariableDesignation",Refactor
"
									199 IfStatement
										199 InvocationExpression
											199 SimpleMemberAccessExpression
												199 PredefinedType
												199 IdentifierName
											199 ArgumentList
												199 Argument
													199 IdentifierName
												199 Argument
													199 BitwiseOrExpression
														199 SimpleMemberAccessExpression
															199 IdentifierName
															199 IdentifierName
														199 SimpleMemberAccessExpression
															199 IdentifierName
															199 IdentifierName
												199 Argument
													199 SimpleMemberAccessExpression
														199 IdentifierName
														199 IdentifierName
												199 Argument
													199 DeclarationExpression
														199 IdentifierName
														199 SingleVariableDesignation
","
									199 IfStatement
										199 InvocationExpression
											199 SimpleMemberAccessExpression
												199 PredefinedType
												199 IdentifierName TryParse
											199 ArgumentList
												199 Argument
													199 IdentifierName value
												199 Argument
													199 BitwiseOrExpression
														199 SimpleMemberAccessExpression
															199 IdentifierName NumberStyles
															199 IdentifierName Float
														199 SimpleMemberAccessExpression
															199 IdentifierName NumberStyles
															199 IdentifierName AllowThousands
												199 Argument
													199 SimpleMemberAccessExpression
														199 IdentifierName CultureInfo
														199 IdentifierName InvariantCulture
												199 Argument
													199 DeclarationExpression
														199 IdentifierName var
														199 SingleVariableDesignation",Refactor
"
											212 Block
","
											212 Block",Refactor
"
											223 Block
","
											223 Block",Refactor
"
									228 IfStatement
										228 InvocationExpression
											228 SimpleMemberAccessExpression
												228 IdentifierName
												228 IdentifierName
											228 ArgumentList
												228 Argument
													228 IdentifierName
												228 Argument
													228 SimpleMemberAccessExpression
														228 IdentifierName
														228 IdentifierName
												228 Argument
													228 SimpleMemberAccessExpression
														228 IdentifierName
														228 IdentifierName
												228 Argument
													228 DeclarationExpression
														228 IdentifierName
														228 SingleVariableDesignation
","
									228 IfStatement
										228 InvocationExpression
											228 SimpleMemberAccessExpression
												228 IdentifierName DateTimeOffset
												228 IdentifierName TryParse
											228 ArgumentList
												228 Argument
													228 IdentifierName value
												228 Argument
													228 SimpleMemberAccessExpression
														228 IdentifierName CultureInfo
														228 IdentifierName InvariantCulture
												228 Argument
													228 SimpleMemberAccessExpression
														228 IdentifierName DateTimeStyles
														228 IdentifierName None
												228 Argument
													228 DeclarationExpression
														228 IdentifierName var
														228 SingleVariableDesignation",Refactor
"
									236 IfStatement
										236 InvocationExpression
											236 SimpleMemberAccessExpression
												236 IdentifierName
												236 IdentifierName
											236 ArgumentList
												236 Argument
													236 IdentifierName
												236 Argument
													236 SimpleMemberAccessExpression
														236 IdentifierName
														236 IdentifierName
												236 Argument
													236 SimpleMemberAccessExpression
														236 IdentifierName
														236 IdentifierName
												236 Argument
													236 DeclarationExpression
														236 IdentifierName
														236 SingleVariableDesignation
","
									236 IfStatement
										236 InvocationExpression
											236 SimpleMemberAccessExpression
												236 IdentifierName DateTimeOffset
												236 IdentifierName TryParse
											236 ArgumentList
												236 Argument
													236 IdentifierName value
												236 Argument
													236 SimpleMemberAccessExpression
														236 IdentifierName CultureInfo
														236 IdentifierName InvariantCulture
												236 Argument
													236 SimpleMemberAccessExpression
														236 IdentifierName DateTimeStyles
														236 IdentifierName None
												236 Argument
													236 DeclarationExpression
														236 IdentifierName var
														236 SingleVariableDesignation",Refactor
"
									254 IfStatement
										254 InvocationExpression
											254 SimpleMemberAccessExpression
												254 PredefinedType
												254 IdentifierName
											254 ArgumentList
												254 Argument
													254 IdentifierName
												254 Argument
													254 DeclarationExpression
														254 IdentifierName
														254 SingleVariableDesignation
","
									254 IfStatement
										254 InvocationExpression
											254 SimpleMemberAccessExpression
												254 PredefinedType
												254 IdentifierName TryParse
											254 ArgumentList
												254 Argument
													254 IdentifierName value
												254 Argument
													254 DeclarationExpression
														254 IdentifierName var
														254 SingleVariableDesignation",Refactor
"
				26 IfStatement
					26 LogicalNotExpression
						26 ParenthesizedExpression
							26 IsPatternExpression
								26 ThisExpression
								26 DeclarationPattern
									26 IdentifierName
									26 SingleVariableDesignation
","
				26 IfStatement
					26 LogicalNotExpression
						26 ParenthesizedExpression
							26 IsPatternExpression
								26 ThisExpression
								26 DeclarationPattern
									26 IdentifierName MapNode
									26 SingleVariableDesignation",Refactor
"
				33 LocalDeclarationStatement
					33 VariableDeclaration
						33 IdentifierName
						33 VariableDeclarator
							33 EqualsValueClause
								33 InvocationExpression
									33 SimpleMemberAccessExpression
										33 IdentifierName
										33 IdentifierName
									33 ArgumentList
										33 Argument
											33 IdentifierName
										33 Argument
											33 IdentifierName
","
				33 LocalDeclarationStatement
					33 VariableDeclaration
						33 IdentifierName var
						33 VariableDeclarator
							33 EqualsValueClause
								33 InvocationExpression
									33 SimpleMemberAccessExpression
										33 IdentifierName fixedFields
										33 IdentifierName TryGetValue
									33 ArgumentList
										33 Argument
											33 IdentifierName Name
										33 Argument
											33 IdentifierName fixedFieldMap",Remove
"
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName
				17 VariableDeclarator
					17 EqualsValueClause
						17 ObjectCreationExpression
							17 IdentifierName
							17 ArgumentList
","
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName HttpClient
				17 VariableDeclarator
					17 EqualsValueClause
						17 ObjectCreationExpression
							17 IdentifierName HttpClient
							17 ArgumentList",Adjustment
"
		15 FieldDeclaration
			15 VariableDeclaration
				15 IdentifierName
				15 VariableDeclarator
","
		15 FieldDeclaration
			15 VariableDeclaration
				15 IdentifierName OpenApiDocument
				15 VariableDeclarator",Adjustment
"
		15 FieldDeclaration
			15 VariableDeclaration
				15 IdentifierName
				15 VariableDeclarator
","
		15 FieldDeclaration
			15 VariableDeclaration
				15 IdentifierName OpenApiDocument
				15 VariableDeclarator",Remove
"
		16 FieldDeclaration
			16 VariableDeclaration
				16 GenericName
					16 TypeArgumentList
						16 PredefinedType
						16 IdentifierName
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 GenericName
								16 TypeArgumentList
									16 PredefinedType
									16 IdentifierName
							16 ArgumentList
","
		16 FieldDeclaration
			16 VariableDeclaration
				16 GenericName
					16 TypeArgumentList
						16 PredefinedType
						16 IdentifierName OpenApiReference
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 GenericName
								16 TypeArgumentList
									16 PredefinedType
									16 IdentifierName OpenApiReference
							16 ArgumentList",Adjustment
"
						48 IfStatement
							48 SimpleMemberAccessExpression
								48 IdentifierName
								48 IdentifierName
","
						48 IfStatement
							48 SimpleMemberAccessExpression
								48 IdentifierName reference
								48 IdentifierName IsExternal",Refactor
"
								50 IfStatement
									50 LogicalNotExpression
										50 InvocationExpression
											50 SimpleMemberAccessExpression
												50 IdentifierName
												50 IdentifierName
											50 ArgumentList
												50 Argument
													50 SimpleMemberAccessExpression
														50 IdentifierName
														50 IdentifierName
","
								50 IfStatement
									50 LogicalNotExpression
										50 InvocationExpression
											50 SimpleMemberAccessExpression
												50 IdentifierName _references
												50 IdentifierName ContainsKey
											50 ArgumentList
												50 Argument
													50 SimpleMemberAccessExpression
														50 IdentifierName reference
														50 IdentifierName ExternalResource",Refactor
"
		15 FieldDeclaration
			15 VariableDeclaration
				15 IdentifierName
				15 VariableDeclarator
","
		15 FieldDeclaration
			15 VariableDeclaration
				15 IdentifierName OpenApiWorkspace
				15 VariableDeclarator",Adjustment
"
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName
				16 VariableDeclarator
","
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName IStreamLoader
				16 VariableDeclarator",Adjustment
"
								45 LocalDeclarationStatement
									45 VariableDeclaration
										45 IdentifierName
										45 VariableDeclarator
											45 EqualsValueClause
												45 AwaitExpression
													45 InvocationExpression
														45 SimpleMemberAccessExpression
															45 IdentifierName
															45 IdentifierName
														45 ArgumentList
															45 Argument
																45 IdentifierName
															45 Argument
																45 IdentifierName
","
								45 LocalDeclarationStatement
									45 VariableDeclaration
										45 IdentifierName var
										45 VariableDeclarator
											45 EqualsValueClause
												45 AwaitExpression
													45 InvocationExpression
														45 SimpleMemberAccessExpression
															45 IdentifierName reader
															45 IdentifierName ReadAsync
														45 ArgumentList
															45 Argument
																45 IdentifierName input
															45 Argument
																45 IdentifierName cancellationToken",Deficient
"
				44 Parameter
					44 PredefinedType
","
				44 Parameter
					44 PredefinedType",Remove
"
					85 Block
","
					85 Block",Deficient
