parsed_smell,parsed_smell_identifiers,message
"
				16 LocalDeclarationStatement
					16 VariableDeclaration
						16 IdentifierName
						16 VariableDeclarator
							16 EqualsValueClause
								16 ParenthesizedLambdaExpression
									16 ParameterList
									16 ObjectCreationExpression
										16 IdentifierName
										16 ArgumentList
											16 Argument
												16 NameColon
													16 IdentifierName
												16 NullLiteralExpression","
				16 LocalDeclarationStatement
					16 VariableDeclaration
						16 IdentifierName Action
						16 VariableDeclarator
							16 EqualsValueClause
								16 ParenthesizedLambdaExpression
									16 ParameterList
									16 ObjectCreationExpression
										16 IdentifierName ResponseExpression
										16 ArgumentList
											16 Argument
												16 NameColon
													16 IdentifierName source
												16 NullLiteralExpression",Refactor
"
				27 ExpressionStatement
					27 InvocationExpression
						27 SimpleMemberAccessExpression
							27 IdentifierName
							27 GenericName
								27 TypeArgumentList
									27 IdentifierName
						27 ArgumentList
							27 Argument
								27 StringLiteralExpression
							27 Argument
								27 IdentifierName","
				27 ExpressionStatement
					27 InvocationExpression
						27 SimpleMemberAccessExpression
							27 IdentifierName Assert
							27 GenericName
								27 TypeArgumentList
									27 IdentifierName ArgumentException
						27 ArgumentList
							27 Argument
								27 StringLiteralExpression
							27 Argument
								27 IdentifierName test",Refactor
"
		19 FieldDeclaration
			19 VariableDeclaration
				19 IdentifierName
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 IdentifierName","
		19 FieldDeclaration
			19 VariableDeclaration
				19 IdentifierName OpenApiCallback
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 IdentifierName OpenApiCallback",Refactor
"
		57 FieldDeclaration
			57 VariableDeclaration
				57 IdentifierName
				57 VariableDeclarator
					57 EqualsValueClause
						57 ObjectCreationExpression
							57 IdentifierName","
		57 FieldDeclaration
			57 VariableDeclaration
				57 IdentifierName OpenApiCallback
				57 VariableDeclarator
					57 EqualsValueClause
						57 ObjectCreationExpression
							57 IdentifierName OpenApiCallback",Refactor
"
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 IdentifierName","
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName OpenApiComponents
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 IdentifierName OpenApiComponents",Refactor
"
		65 FieldDeclaration
			65 VariableDeclaration
				65 IdentifierName
				65 VariableDeclarator
					65 EqualsValueClause
						65 ObjectCreationExpression
							65 IdentifierName","
		65 FieldDeclaration
			65 VariableDeclaration
				65 IdentifierName OpenApiComponents
				65 VariableDeclarator
					65 EqualsValueClause
						65 ObjectCreationExpression
							65 IdentifierName OpenApiComponents",Refactor
"
		142 FieldDeclaration
			142 VariableDeclaration
				142 IdentifierName
				142 VariableDeclarator
					142 EqualsValueClause
						142 ObjectCreationExpression
							142 IdentifierName
							142 ArgumentList","
		142 FieldDeclaration
			142 VariableDeclaration
				142 IdentifierName OpenApiComponents
				142 VariableDeclarator
					142 EqualsValueClause
						142 ObjectCreationExpression
							142 IdentifierName OpenApiComponents
							142 ArgumentList",Refactor
"
		144 FieldDeclaration
			144 VariableDeclaration
				144 IdentifierName
				144 VariableDeclarator
					144 EqualsValueClause
						144 ObjectCreationExpression
							144 IdentifierName","
		144 FieldDeclaration
			144 VariableDeclaration
				144 IdentifierName OpenApiComponents
				144 VariableDeclarator
					144 EqualsValueClause
						144 ObjectCreationExpression
							144 IdentifierName OpenApiComponents",Refactor
"
		172 FieldDeclaration
			172 VariableDeclaration
				172 IdentifierName
				172 VariableDeclarator
					172 EqualsValueClause
						172 ObjectCreationExpression
							172 IdentifierName
							172 ArgumentList","
		172 FieldDeclaration
			172 VariableDeclaration
				172 IdentifierName OpenApiComponents
				172 VariableDeclarator
					172 EqualsValueClause
						172 ObjectCreationExpression
							172 IdentifierName OpenApiComponents
							172 ArgumentList",Refactor
"
		198 FieldDeclaration
			198 VariableDeclaration
				198 IdentifierName
				198 VariableDeclarator
					198 EqualsValueClause
						198 ObjectCreationExpression
							198 IdentifierName
							198 ArgumentList","
		198 FieldDeclaration
			198 VariableDeclaration
				198 IdentifierName OpenApiComponents
				198 VariableDeclarator
					198 EqualsValueClause
						198 ObjectCreationExpression
							198 IdentifierName OpenApiComponents
							198 ArgumentList",Refactor
"
		232 FieldDeclaration
			232 VariableDeclaration
				232 IdentifierName
				232 VariableDeclarator
					232 EqualsValueClause
						232 ObjectCreationExpression
							232 IdentifierName
							232 ArgumentList","
		232 FieldDeclaration
			232 VariableDeclaration
				232 IdentifierName OpenApiComponents
				232 VariableDeclarator
					232 EqualsValueClause
						232 ObjectCreationExpression
							232 IdentifierName OpenApiComponents
							232 ArgumentList",Refactor
"
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName
				17 VariableDeclarator
					17 EqualsValueClause
						17 ObjectCreationExpression
							17 IdentifierName
							17 ArgumentList","
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName OpenApiContact
				17 VariableDeclarator
					17 EqualsValueClause
						17 ObjectCreationExpression
							17 IdentifierName OpenApiContact
							17 ArgumentList",Refactor
"
		19 FieldDeclaration
			19 VariableDeclaration
				19 IdentifierName
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 IdentifierName","
		19 FieldDeclaration
			19 VariableDeclaration
				19 IdentifierName OpenApiContact
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 IdentifierName OpenApiContact",Refactor
"
		25 FieldDeclaration
			25 VariableDeclaration
				25 IdentifierName
				25 VariableDeclarator
					25 EqualsValueClause
						25 ObjectCreationExpression
							25 IdentifierName
							25 ArgumentList","
		25 FieldDeclaration
			25 VariableDeclaration
				25 IdentifierName OpenApiComponents
				25 VariableDeclarator
					25 EqualsValueClause
						25 ObjectCreationExpression
							25 IdentifierName OpenApiComponents
							25 ArgumentList",Refactor
"
		51 FieldDeclaration
			51 VariableDeclaration
				51 IdentifierName
				51 VariableDeclarator
					51 EqualsValueClause
						51 ObjectCreationExpression
							51 IdentifierName
							51 ArgumentList","
		51 FieldDeclaration
			51 VariableDeclaration
				51 IdentifierName OpenApiComponents
				51 VariableDeclarator
					51 EqualsValueClause
						51 ObjectCreationExpression
							51 IdentifierName OpenApiComponents
							51 ArgumentList",Refactor
"
		85 FieldDeclaration
			85 VariableDeclaration
				85 IdentifierName
				85 VariableDeclarator
					85 EqualsValueClause
						85 ObjectCreationExpression
							85 IdentifierName
							85 ArgumentList","
		85 FieldDeclaration
			85 VariableDeclaration
				85 IdentifierName OpenApiComponents
				85 VariableDeclarator
					85 EqualsValueClause
						85 ObjectCreationExpression
							85 IdentifierName OpenApiComponents
							85 ArgumentList",Refactor
"
		100 FieldDeclaration
			100 VariableDeclaration
				100 IdentifierName
				100 VariableDeclarator
					100 EqualsValueClause
						100 ObjectCreationExpression
							100 IdentifierName
							100 ArgumentList","
		100 FieldDeclaration
			100 VariableDeclaration
				100 IdentifierName OpenApiDocument
				100 VariableDeclarator
					100 EqualsValueClause
						100 ObjectCreationExpression
							100 IdentifierName OpenApiDocument
							100 ArgumentList",Refactor
"
		109 FieldDeclaration
			109 VariableDeclaration
				109 IdentifierName
				109 VariableDeclarator
					109 EqualsValueClause
						109 ObjectCreationExpression
							109 IdentifierName
							109 ArgumentList","
		109 FieldDeclaration
			109 VariableDeclaration
				109 IdentifierName OpenApiDocument
				109 VariableDeclarator
					109 EqualsValueClause
						109 ObjectCreationExpression
							109 IdentifierName OpenApiDocument
							109 ArgumentList",Refactor
"
		118 FieldDeclaration
			118 VariableDeclaration
				118 IdentifierName
				118 VariableDeclarator
					118 EqualsValueClause
						118 ObjectCreationExpression
							118 IdentifierName
							118 ArgumentList","
		118 FieldDeclaration
			118 VariableDeclaration
				118 IdentifierName OpenApiDocument
				118 VariableDeclarator
					118 EqualsValueClause
						118 ObjectCreationExpression
							118 IdentifierName OpenApiDocument
							118 ArgumentList",Refactor
"
		127 FieldDeclaration
			127 VariableDeclaration
				127 IdentifierName
				127 VariableDeclarator
					127 EqualsValueClause
						127 ObjectCreationExpression
							127 IdentifierName","
		127 FieldDeclaration
			127 VariableDeclaration
				127 IdentifierName OpenApiComponents
				127 VariableDeclarator
					127 EqualsValueClause
						127 ObjectCreationExpression
							127 IdentifierName OpenApiComponents",Refactor
"
		219 FieldDeclaration
			219 VariableDeclaration
				219 IdentifierName
				219 VariableDeclarator
					219 EqualsValueClause
						219 ElementAccessExpression
							219 SimpleMemberAccessExpression
								219 IdentifierName
								219 IdentifierName
							219 BracketedArgumentList
								219 Argument
									219 StringLiteralExpression","
		219 FieldDeclaration
			219 VariableDeclaration
				219 IdentifierName OpenApiSchema
				219 VariableDeclarator
					219 EqualsValueClause
						219 ElementAccessExpression
							219 SimpleMemberAccessExpression
								219 IdentifierName AdvancedComponentsWithReference
								219 IdentifierName Schemas
							219 BracketedArgumentList
								219 Argument
									219 StringLiteralExpression",Refactor
"
		221 FieldDeclaration
			221 VariableDeclaration
				221 IdentifierName
				221 VariableDeclarator
					221 EqualsValueClause
						221 ElementAccessExpression
							221 SimpleMemberAccessExpression
								221 IdentifierName
								221 IdentifierName
							221 BracketedArgumentList
								221 Argument
									221 StringLiteralExpression","
		221 FieldDeclaration
			221 VariableDeclaration
				221 IdentifierName OpenApiSchema
				221 VariableDeclarator
					221 EqualsValueClause
						221 ElementAccessExpression
							221 SimpleMemberAccessExpression
								221 IdentifierName AdvancedComponentsWithReference
								221 IdentifierName Schemas
							221 BracketedArgumentList
								221 Argument
									221 StringLiteralExpression",Refactor
"
		223 FieldDeclaration
			223 VariableDeclaration
				223 IdentifierName
				223 VariableDeclarator
					223 EqualsValueClause","
		223 FieldDeclaration
			223 VariableDeclaration
				223 IdentifierName OpenApiSchema
				223 VariableDeclarator
					223 EqualsValueClause",Refactor
"
		226 FieldDeclaration
			226 VariableDeclaration
				226 IdentifierName
				226 VariableDeclarator
					226 EqualsValueClause
						226 ObjectCreationExpression
							226 IdentifierName","
		226 FieldDeclaration
			226 VariableDeclaration
				226 IdentifierName OpenApiDocument
				226 VariableDeclarator
					226 EqualsValueClause
						226 ObjectCreationExpression
							226 IdentifierName OpenApiDocument",Refactor
"
		518 FieldDeclaration
			518 VariableDeclaration
				518 IdentifierName
				518 VariableDeclarator
					518 EqualsValueClause
						518 ObjectCreationExpression
							518 IdentifierName","
		518 FieldDeclaration
			518 VariableDeclaration
				518 IdentifierName OpenApiComponents
				518 VariableDeclarator
					518 EqualsValueClause
						518 ObjectCreationExpression
							518 IdentifierName OpenApiComponents",Refactor
"
		595 FieldDeclaration
			595 VariableDeclaration
				595 IdentifierName
				595 VariableDeclarator
					595 EqualsValueClause
						595 ElementAccessExpression
							595 SimpleMemberAccessExpression
								595 IdentifierName
								595 IdentifierName
							595 BracketedArgumentList
								595 Argument
									595 StringLiteralExpression","
		595 FieldDeclaration
			595 VariableDeclaration
				595 IdentifierName OpenApiSchema
				595 VariableDeclarator
					595 EqualsValueClause
						595 ElementAccessExpression
							595 SimpleMemberAccessExpression
								595 IdentifierName AdvancedComponents
								595 IdentifierName Schemas
							595 BracketedArgumentList
								595 Argument
									595 StringLiteralExpression",Refactor
"
		597 FieldDeclaration
			597 VariableDeclaration
				597 IdentifierName
				597 VariableDeclarator
					597 EqualsValueClause
						597 ElementAccessExpression
							597 SimpleMemberAccessExpression
								597 IdentifierName
								597 IdentifierName
							597 BracketedArgumentList
								597 Argument
									597 StringLiteralExpression","
		597 FieldDeclaration
			597 VariableDeclaration
				597 IdentifierName OpenApiSchema
				597 VariableDeclarator
					597 EqualsValueClause
						597 ElementAccessExpression
							597 SimpleMemberAccessExpression
								597 IdentifierName AdvancedComponents
								597 IdentifierName Schemas
							597 BracketedArgumentList
								597 Argument
									597 StringLiteralExpression",Refactor
"
		599 FieldDeclaration
			599 VariableDeclaration
				599 IdentifierName
				599 VariableDeclarator
					599 EqualsValueClause
						599 ElementAccessExpression
							599 SimpleMemberAccessExpression
								599 IdentifierName
								599 IdentifierName
							599 BracketedArgumentList
								599 Argument
									599 StringLiteralExpression","
		599 FieldDeclaration
			599 VariableDeclaration
				599 IdentifierName OpenApiSchema
				599 VariableDeclarator
					599 EqualsValueClause
						599 ElementAccessExpression
							599 SimpleMemberAccessExpression
								599 IdentifierName AdvancedComponents
								599 IdentifierName Schemas
							599 BracketedArgumentList
								599 Argument
									599 StringLiteralExpression",Refactor
"
		893 FieldDeclaration
			893 VariableDeclaration
				893 IdentifierName
				893 VariableDeclarator
					893 EqualsValueClause
						893 ObjectCreationExpression
							893 IdentifierName","
		893 FieldDeclaration
			893 VariableDeclaration
				893 IdentifierName OpenApiDocument
				893 VariableDeclarator
					893 EqualsValueClause
						893 ObjectCreationExpression
							893 IdentifierName OpenApiDocument",Refactor
"
		13 FieldDeclaration
			13 VariableDeclaration
				13 IdentifierName
				13 VariableDeclarator
					13 EqualsValueClause
						13 ObjectCreationExpression
							13 IdentifierName
							13 ArgumentList","
		13 FieldDeclaration
			13 VariableDeclaration
				13 IdentifierName OpenApiEncoding
				13 VariableDeclarator
					13 EqualsValueClause
						13 ObjectCreationExpression
							13 IdentifierName OpenApiEncoding
							13 ArgumentList",Refactor
"
		15 FieldDeclaration
			15 VariableDeclaration
				15 IdentifierName
				15 VariableDeclarator
					15 EqualsValueClause
						15 ObjectCreationExpression
							15 IdentifierName","
		15 FieldDeclaration
			15 VariableDeclaration
				15 IdentifierName OpenApiEncoding
				15 VariableDeclarator
					15 EqualsValueClause
						15 ObjectCreationExpression
							15 IdentifierName OpenApiEncoding",Refactor
"
		21 FieldDeclaration
			21 VariableDeclaration
				21 IdentifierName
				21 VariableDeclarator
					21 EqualsValueClause
						21 ObjectCreationExpression
							21 IdentifierName","
		21 FieldDeclaration
			21 VariableDeclaration
				21 IdentifierName OpenApiExample
				21 VariableDeclarator
					21 EqualsValueClause
						21 ObjectCreationExpression
							21 IdentifierName OpenApiExample",Refactor
"
		60 FieldDeclaration
			60 VariableDeclaration
				60 IdentifierName
				60 VariableDeclarator
					60 EqualsValueClause
						60 ObjectCreationExpression
							60 IdentifierName","
		60 FieldDeclaration
			60 VariableDeclaration
				60 IdentifierName OpenApiExample
				60 VariableDeclarator
					60 EqualsValueClause
						60 ObjectCreationExpression
							60 IdentifierName OpenApiExample",Refactor
"
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName
							14 ArgumentList","
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName OpenApiExternalDocs
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName OpenApiExternalDocs
							14 ArgumentList",Refactor
"
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 IdentifierName","
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName OpenApiExternalDocs
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 IdentifierName OpenApiExternalDocs",Refactor
"
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName
				18 VariableDeclarator
					18 EqualsValueClause
						18 ObjectCreationExpression
							18 IdentifierName","
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName OpenApiHeader
				18 VariableDeclarator
					18 EqualsValueClause
						18 ObjectCreationExpression
							18 IdentifierName OpenApiHeader",Refactor
"
		28 FieldDeclaration
			28 VariableDeclaration
				28 IdentifierName
				28 VariableDeclarator
					28 EqualsValueClause
						28 ObjectCreationExpression
							28 IdentifierName","
		28 FieldDeclaration
			28 VariableDeclaration
				28 IdentifierName OpenApiHeader
				28 VariableDeclarator
					28 EqualsValueClause
						28 ObjectCreationExpression
							28 IdentifierName OpenApiHeader",Refactor
"
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName
				17 VariableDeclarator
					17 EqualsValueClause
						17 ObjectCreationExpression
							17 IdentifierName","
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName OpenApiInfo
				17 VariableDeclarator
					17 EqualsValueClause
						17 ObjectCreationExpression
							17 IdentifierName OpenApiInfo",Refactor
"
		31 FieldDeclaration
			31 VariableDeclaration
				31 IdentifierName
				31 VariableDeclarator
					31 EqualsValueClause
						31 ObjectCreationExpression
							31 IdentifierName","
		31 FieldDeclaration
			31 VariableDeclaration
				31 IdentifierName OpenApiInfo
				31 VariableDeclarator
					31 EqualsValueClause
						31 ObjectCreationExpression
							31 IdentifierName OpenApiInfo",Refactor
"
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName
				17 VariableDeclarator
					17 EqualsValueClause
						17 ObjectCreationExpression
							17 IdentifierName","
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName OpenApiLicense
				17 VariableDeclarator
					17 EqualsValueClause
						17 ObjectCreationExpression
							17 IdentifierName OpenApiLicense",Refactor
"
		22 FieldDeclaration
			22 VariableDeclaration
				22 IdentifierName
				22 VariableDeclarator
					22 EqualsValueClause
						22 ObjectCreationExpression
							22 IdentifierName","
		22 FieldDeclaration
			22 VariableDeclaration
				22 IdentifierName OpenApiLicense
				22 VariableDeclarator
					22 EqualsValueClause
						22 ObjectCreationExpression
							22 IdentifierName OpenApiLicense",Refactor
"
		20 FieldDeclaration
			20 VariableDeclaration
				20 IdentifierName
				20 VariableDeclarator
					20 EqualsValueClause
						20 ObjectCreationExpression
							20 IdentifierName","
		20 FieldDeclaration
			20 VariableDeclaration
				20 IdentifierName OpenApiLink
				20 VariableDeclarator
					20 EqualsValueClause
						20 ObjectCreationExpression
							20 IdentifierName OpenApiLink",Refactor
"
		44 FieldDeclaration
			44 VariableDeclaration
				44 IdentifierName
				44 VariableDeclarator
					44 EqualsValueClause
						44 ObjectCreationExpression
							44 IdentifierName","
		44 FieldDeclaration
			44 VariableDeclaration
				44 IdentifierName OpenApiLink
				44 VariableDeclarator
					44 EqualsValueClause
						44 ObjectCreationExpression
							44 IdentifierName OpenApiLink",Refactor
"
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 IdentifierName
							16 ArgumentList","
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName OpenApiMediaType
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 IdentifierName OpenApiMediaType
							16 ArgumentList",Refactor
"
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName
				18 VariableDeclarator
					18 EqualsValueClause
						18 ObjectCreationExpression
							18 IdentifierName","
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName OpenApiMediaType
				18 VariableDeclarator
					18 EqualsValueClause
						18 ObjectCreationExpression
							18 IdentifierName OpenApiMediaType",Refactor
"
		27 FieldDeclaration
			27 VariableDeclaration
				27 IdentifierName
				27 VariableDeclarator
					27 EqualsValueClause
						27 ObjectCreationExpression
							27 IdentifierName","
		27 FieldDeclaration
			27 VariableDeclaration
				27 IdentifierName OpenApiMediaType
				27 VariableDeclarator
					27 EqualsValueClause
						27 ObjectCreationExpression
							27 IdentifierName OpenApiMediaType",Refactor
"
		68 FieldDeclaration
			68 VariableDeclaration
				68 IdentifierName
				68 VariableDeclarator
					68 EqualsValueClause
						68 ObjectCreationExpression
							68 IdentifierName","
		68 FieldDeclaration
			68 VariableDeclaration
				68 IdentifierName OpenApiMediaType
				68 VariableDeclarator
					68 EqualsValueClause
						68 ObjectCreationExpression
							68 IdentifierName OpenApiMediaType",Refactor
"
		77 FieldDeclaration
			77 VariableDeclaration
				77 IdentifierName
				77 VariableDeclarator
					77 EqualsValueClause
						77 ObjectCreationExpression
							77 IdentifierName","
		77 FieldDeclaration
			77 VariableDeclaration
				77 IdentifierName OpenApiMediaType
				77 VariableDeclarator
					77 EqualsValueClause
						77 ObjectCreationExpression
							77 IdentifierName OpenApiMediaType",Refactor
"
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 IdentifierName
							16 ArgumentList","
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName OpenApiOAuthFlow
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 IdentifierName OpenApiOAuthFlow
							16 ArgumentList",Refactor
"
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName
				18 VariableDeclarator
					18 EqualsValueClause
						18 ObjectCreationExpression
							18 IdentifierName","
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName OpenApiOAuthFlow
				18 VariableDeclarator
					18 EqualsValueClause
						18 ObjectCreationExpression
							18 IdentifierName OpenApiOAuthFlow",Refactor
"
		28 FieldDeclaration
			28 VariableDeclaration
				28 IdentifierName
				28 VariableDeclarator
					28 EqualsValueClause
						28 ObjectCreationExpression
							28 IdentifierName","
		28 FieldDeclaration
			28 VariableDeclaration
				28 IdentifierName OpenApiOAuthFlow
				28 VariableDeclarator
					28 EqualsValueClause
						28 ObjectCreationExpression
							28 IdentifierName OpenApiOAuthFlow",Refactor
"
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 IdentifierName
							16 ArgumentList","
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName OpenApiOAuthFlows
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 IdentifierName OpenApiOAuthFlows
							16 ArgumentList",Refactor
"
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName
				18 VariableDeclarator
					18 EqualsValueClause
						18 ObjectCreationExpression
							18 IdentifierName","
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName OpenApiOAuthFlows
				18 VariableDeclarator
					18 EqualsValueClause
						18 ObjectCreationExpression
							18 IdentifierName OpenApiOAuthFlows",Refactor
"
		31 FieldDeclaration
			31 VariableDeclaration
				31 IdentifierName
				31 VariableDeclarator
					31 EqualsValueClause
						31 ObjectCreationExpression
							31 IdentifierName","
		31 FieldDeclaration
			31 VariableDeclaration
				31 IdentifierName OpenApiOAuthFlows
				31 VariableDeclarator
					31 EqualsValueClause
						31 ObjectCreationExpression
							31 IdentifierName OpenApiOAuthFlows",Refactor
"
		22 FieldDeclaration
			22 VariableDeclaration
				22 IdentifierName
				22 VariableDeclarator
					22 EqualsValueClause
						22 ObjectCreationExpression
							22 IdentifierName","
		22 FieldDeclaration
			22 VariableDeclaration
				22 IdentifierName OpenApiParameter
				22 VariableDeclarator
					22 EqualsValueClause
						22 ObjectCreationExpression
							22 IdentifierName OpenApiParameter",Refactor
"
		28 FieldDeclaration
			28 VariableDeclaration
				28 IdentifierName
				28 VariableDeclarator
					28 EqualsValueClause
						28 ObjectCreationExpression
							28 IdentifierName","
		28 FieldDeclaration
			28 VariableDeclaration
				28 IdentifierName OpenApiParameter
				28 VariableDeclarator
					28 EqualsValueClause
						28 ObjectCreationExpression
							28 IdentifierName OpenApiParameter",Refactor
"
		39 FieldDeclaration
			39 VariableDeclaration
				39 IdentifierName
				39 VariableDeclarator
					39 EqualsValueClause
						39 ObjectCreationExpression
							39 IdentifierName","
		39 FieldDeclaration
			39 VariableDeclaration
				39 IdentifierName OpenApiParameter
				39 VariableDeclarator
					39 EqualsValueClause
						39 ObjectCreationExpression
							39 IdentifierName OpenApiParameter",Refactor
"
		69 FieldDeclaration
			69 VariableDeclaration
				69 IdentifierName
				69 VariableDeclarator
					69 EqualsValueClause
						69 ObjectCreationExpression
							69 IdentifierName","
		69 FieldDeclaration
			69 VariableDeclaration
				69 IdentifierName OpenApiParameter
				69 VariableDeclarator
					69 EqualsValueClause
						69 ObjectCreationExpression
							69 IdentifierName OpenApiParameter",Refactor
"
		91 FieldDeclaration
			91 VariableDeclaration
				91 IdentifierName
				91 VariableDeclarator
					91 EqualsValueClause
						91 ObjectCreationExpression
							91 IdentifierName","
		91 FieldDeclaration
			91 VariableDeclaration
				91 IdentifierName OpenApiParameter
				91 VariableDeclarator
					91 EqualsValueClause
						91 ObjectCreationExpression
							91 IdentifierName OpenApiParameter",Refactor
"
		113 FieldDeclaration
			113 VariableDeclaration
				113 IdentifierName
				113 VariableDeclarator
					113 EqualsValueClause
						113 ObjectCreationExpression
							113 IdentifierName","
		113 FieldDeclaration
			113 VariableDeclaration
				113 IdentifierName OpenApiParameter
				113 VariableDeclarator
					113 EqualsValueClause
						113 ObjectCreationExpression
							113 IdentifierName OpenApiParameter",Refactor
"
		142 FieldDeclaration
			142 VariableDeclaration
				142 IdentifierName
				142 VariableDeclarator
					142 EqualsValueClause
						142 ObjectCreationExpression
							142 IdentifierName","
		142 FieldDeclaration
			142 VariableDeclaration
				142 IdentifierName OpenApiParameter
				142 VariableDeclarator
					142 EqualsValueClause
						142 ObjectCreationExpression
							142 IdentifierName OpenApiParameter",Refactor
"
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName
				18 VariableDeclarator
					18 EqualsValueClause
						18 ObjectCreationExpression
							18 IdentifierName","
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName OpenApiRequestBody
				18 VariableDeclarator
					18 EqualsValueClause
						18 ObjectCreationExpression
							18 IdentifierName OpenApiRequestBody",Refactor
"
		34 FieldDeclaration
			34 VariableDeclaration
				34 IdentifierName
				34 VariableDeclarator
					34 EqualsValueClause
						34 ObjectCreationExpression
							34 IdentifierName","
		34 FieldDeclaration
			34 VariableDeclaration
				34 IdentifierName OpenApiRequestBody
				34 VariableDeclarator
					34 EqualsValueClause
						34 ObjectCreationExpression
							34 IdentifierName OpenApiRequestBody",Refactor
"
		23 FieldDeclaration
			23 VariableDeclaration
				23 IdentifierName
				23 VariableDeclarator
					23 EqualsValueClause
						23 ObjectCreationExpression
							23 IdentifierName
							23 ArgumentList","
		23 FieldDeclaration
			23 VariableDeclaration
				23 IdentifierName OpenApiResponse
				23 VariableDeclarator
					23 EqualsValueClause
						23 ObjectCreationExpression
							23 IdentifierName OpenApiResponse
							23 ArgumentList",Refactor
"
		25 FieldDeclaration
			25 VariableDeclaration
				25 IdentifierName
				25 VariableDeclarator
					25 EqualsValueClause
						25 ObjectCreationExpression
							25 IdentifierName","
		25 FieldDeclaration
			25 VariableDeclaration
				25 IdentifierName OpenApiResponse
				25 VariableDeclarator
					25 EqualsValueClause
						25 ObjectCreationExpression
							25 IdentifierName OpenApiResponse",Refactor
"
		68 FieldDeclaration
			68 VariableDeclaration
				68 IdentifierName
				68 VariableDeclarator
					68 EqualsValueClause
						68 ObjectCreationExpression
							68 IdentifierName","
		68 FieldDeclaration
			68 VariableDeclaration
				68 IdentifierName OpenApiResponse
				68 VariableDeclarator
					68 EqualsValueClause
						68 ObjectCreationExpression
							68 IdentifierName OpenApiResponse",Refactor
"
		23 FieldDeclaration
			23 VariableDeclaration
				23 IdentifierName
				23 VariableDeclarator
					23 EqualsValueClause
						23 ObjectCreationExpression
							23 IdentifierName
							23 ArgumentList","
		23 FieldDeclaration
			23 VariableDeclaration
				23 IdentifierName OpenApiSchema
				23 VariableDeclarator
					23 EqualsValueClause
						23 ObjectCreationExpression
							23 IdentifierName OpenApiSchema
							23 ArgumentList",Refactor
