parsed_smell,parsed_smell_identifiers,message
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
						 GenericName
							 TypeArgumentList
								 IdentifierName
								 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
									 GenericName
										 TypeArgumentList
											 IdentifierName
											 PredefinedType
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName Type
						 GenericName
							 TypeArgumentList
								 IdentifierName ParseNode
								 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName Type
									 GenericName
										 TypeArgumentList
											 IdentifierName ParseNode
											 PredefinedType",Adjustment
"
						 ThrowStatement
							 ObjectCreationExpression
								 IdentifierName
								 ArgumentList
","
						 ThrowStatement
							 ObjectCreationExpression
								 IdentifierName ArgumentException
								 ArgumentList",Refactor
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiInfo
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName OpenApiInfo",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiInfo
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName OpenApiInfo",Adjustment
"
				 LocalDeclarationStatement
					 VariableDeclaration
						 IdentifierName
						 VariableDeclarator
							 EqualsValueClause
								 ObjectCreationExpression
									 GenericName
										 TypeArgumentList
											 PredefinedType
									 CollectionInitializerExpression
										 StringLiteralExpression
										 StringLiteralExpression
","
				 LocalDeclarationStatement
					 VariableDeclaration
						 IdentifierName var
						 VariableDeclarator
							 EqualsValueClause
								 ObjectCreationExpression
									 GenericName
										 TypeArgumentList
											 PredefinedType
									 CollectionInitializerExpression
										 StringLiteralExpression
										 StringLiteralExpression",Remove
"
				 Parameter
					 IdentifierName
","
				 Parameter
					 IdentifierName ParsingContext",Remove
"
				 LocalDeclarationStatement
					 VariableDeclaration
						 IdentifierName
						 VariableDeclarator
							 EqualsValueClause
								 ObjectCreationExpression
									 GenericName
										 TypeArgumentList
											 PredefinedType
									 CollectionInitializerExpression
										 StringLiteralExpression
","
				 LocalDeclarationStatement
					 VariableDeclaration
						 IdentifierName var
						 VariableDeclarator
							 EqualsValueClause
								 ObjectCreationExpression
									 GenericName
										 TypeArgumentList
											 PredefinedType
									 CollectionInitializerExpression
										 StringLiteralExpression",Remove
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiResponses
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName OpenApiResponses
							 ArgumentList",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiResponses
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName OpenApiResponses",Adjustment
"
				 Parameter
					 IdentifierName
","
				 Parameter
					 IdentifierName ParsingContext",Remove
"
								 LocalDeclarationStatement
									 VariableDeclaration
										 IdentifierName
										 VariableDeclarator
											 EqualsValueClause
												 ObjectCreationExpression
													 GenericName
														 TypeArgumentList
															 IdentifierName
													 ArgumentList
","
								 LocalDeclarationStatement
									 VariableDeclaration
										 IdentifierName var
										 VariableDeclarator
											 EqualsValueClause
												 ObjectCreationExpression
													 GenericName
														 TypeArgumentList
															 IdentifierName IOpenApiAny
													 ArgumentList",Remove
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
			 Block
				 LocalDeclarationStatement
					 VariableDeclaration
						 IdentifierName
						 VariableDeclarator
							 EqualsValueClause
								 InvocationExpression
									 SimpleMemberAccessExpression
										 IdentifierName
										 IdentifierName
									 ArgumentList
				 ReturnStatement
					 InvocationExpression
						 SimpleMemberAccessExpression
							 IdentifierName
							 IdentifierName
						 ArgumentList
							 Argument
								 IdentifierName
","
		 MethodDeclaration
			 IdentifierName RuntimeExpression
			 ParameterList
				 Parameter
					 IdentifierName ParseNode
			 Block
				 LocalDeclarationStatement
					 VariableDeclaration
						 IdentifierName var
						 VariableDeclarator
							 EqualsValueClause
								 InvocationExpression
									 SimpleMemberAccessExpression
										 IdentifierName node
										 IdentifierName GetScalarValue
									 ArgumentList
				 ReturnStatement
					 InvocationExpression
						 SimpleMemberAccessExpression
							 IdentifierName RuntimeExpression
							 IdentifierName Build
						 ArgumentList
							 Argument
								 IdentifierName value",Remove
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
						 GenericName
							 TypeArgumentList
								 IdentifierName
								 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
									 GenericName
										 TypeArgumentList
											 IdentifierName
											 PredefinedType
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName Type
						 GenericName
							 TypeArgumentList
								 IdentifierName ParseNode
								 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName Type
									 GenericName
										 TypeArgumentList
											 IdentifierName ParseNode
											 PredefinedType",Adjustment
"
						 IfStatement
							 EqualsExpression
								 ElementAccessExpression
									 IdentifierName
									 BracketedArgumentList
										 Argument
											 NumericLiteralExpression
								 StringLiteralExpression
","
						 IfStatement
							 EqualsExpression
								 ElementAccessExpression
									 IdentifierName segments
									 BracketedArgumentList
										 Argument
											 NumericLiteralExpression
								 StringLiteralExpression",Refactor
"
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 IdentifierName
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName HttpClient
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 IdentifierName HttpClient
							 ArgumentList",Adjustment
"
				 SetAccessorDeclaration
					 ArrowExpressionClause
						 SimpleAssignmentExpression
							 IdentifierName
							 SimpleMemberAccessExpression
								 IdentifierName
								 IdentifierName
","
				 SetAccessorDeclaration
					 ArrowExpressionClause
						 SimpleAssignmentExpression
							 IdentifierName Format
							 SimpleMemberAccessExpression
								 IdentifierName OpenApiFormat
								 IdentifierName Yaml",Refactor
"
				 SetAccessorDeclaration
					 ArrowExpressionClause
						 SimpleAssignmentExpression
							 IdentifierName
							 SimpleMemberAccessExpression
								 IdentifierName
								 IdentifierName
","
				 SetAccessorDeclaration
					 ArrowExpressionClause
						 SimpleAssignmentExpression
							 IdentifierName Format
							 SimpleMemberAccessExpression
								 IdentifierName OpenApiFormat
								 IdentifierName Json",Refactor
"
				 SetAccessorDeclaration
					 ArrowExpressionClause
						 SimpleAssignmentExpression
							 IdentifierName
							 SimpleMemberAccessExpression
								 IdentifierName
								 IdentifierName
","
				 SetAccessorDeclaration
					 ArrowExpressionClause
						 SimpleAssignmentExpression
							 IdentifierName Version
							 SimpleMemberAccessExpression
								 IdentifierName OpenApiSpecVersion
								 IdentifierName OpenApi_",Refactor
"
				 SetAccessorDeclaration
					 ArrowExpressionClause
						 SimpleAssignmentExpression
							 IdentifierName
							 SimpleMemberAccessExpression
								 IdentifierName
								 IdentifierName
","
				 SetAccessorDeclaration
					 ArrowExpressionClause
						 SimpleAssignmentExpression
							 IdentifierName Version
							 SimpleMemberAccessExpression
								 IdentifierName OpenApiSpecVersion
								 IdentifierName OpenApi_",Refactor
"
											 ExpressionStatement
												 SimpleAssignmentExpression
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
													 ObjectCreationExpression
														 IdentifierName
														 ArgumentList
															 Argument
																 AddExpression
																	 AddExpression
																		 StringLiteralExpression
																		 InvocationExpression
																			 SimpleMemberAccessExpression
																				 IdentifierName
																				 IdentifierName
																			 ArgumentList
																				 Argument
																					 IdentifierName
																	 StringLiteralExpression
","
											 ExpressionStatement
												 SimpleAssignmentExpression
													 SimpleMemberAccessExpression
														 IdentifierName settings
														 IdentifierName BaseUrl
													 ObjectCreationExpression
														 IdentifierName Uri
														 ArgumentList
															 Argument
																 AddExpression
																	 AddExpression
																		 StringLiteralExpression
																		 InvocationExpression
																			 SimpleMemberAccessExpression
																				 IdentifierName Path
																				 IdentifierName GetDirectoryName
																			 ArgumentList
																				 Argument
																					 IdentifierName _inputFile
																	 StringLiteralExpression",Remove
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 PredefinedType
","
		 MethodDeclaration
			 IdentifierName MemoryStream
			 ParameterList
				 Parameter
					 PredefinedType",Refactor
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiParameter",Refactor
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiLink",Rename
"
	 ClassDeclaration
","
	 ClassDeclaration",Deficient
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 PredefinedType
						 IdentifierName
			 SimpleBaseType
				 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 PredefinedType
						 IdentifierName IOpenApiAny
			 SimpleBaseType
				 IdentifierName IOpenApiAny",Refactor
"
		 ConstructorDeclaration
			 ParameterList
				 Parameter
					 IdentifierName
","
		 ConstructorDeclaration
			 ParameterList
				 Parameter
					 IdentifierName T",Adjustment
"
		 ConstructorDeclaration
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 IdentifierName
","
		 ConstructorDeclaration
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 IdentifierName T",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator",Adjustment
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName Exception",Refactor
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName OpenApiException",Refactor
"
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 IdentifierName
							 ArgumentList
								 Argument
									 StringLiteralExpression
","
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName Regex
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 IdentifierName Regex
							 ArgumentList
								 Argument
									 StringLiteralExpression",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName RuntimeExpression
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName RuntimeExpression
							 ArgumentList",Adjustment
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName RuntimeExpression",Refactor
"
		 MethodDeclaration
			 PredefinedType
			 TypeParameterList
				 TypeParameter
			 ParameterList
				 Parameter
					 IdentifierName
				 Parameter
					 IdentifierName
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 TypeParameterList
				 TypeParameter
			 ParameterList
				 Parameter
					 IdentifierName T
				 Parameter
					 IdentifierName Stream
				 Parameter
					 IdentifierName OpenApiSpecVersion",Refactor
"
		 MethodDeclaration
			 PredefinedType
			 TypeParameterList
				 TypeParameter
			 ParameterList
				 Parameter
					 IdentifierName
				 Parameter
					 IdentifierName
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 TypeParameterList
				 TypeParameter
			 ParameterList
				 Parameter
					 IdentifierName T
				 Parameter
					 IdentifierName Stream
				 Parameter
					 IdentifierName OpenApiSpecVersion",Refactor
"
		 MethodDeclaration
			 PredefinedType
			 TypeParameterList
				 TypeParameter
			 ParameterList
","
		 MethodDeclaration
			 PredefinedType
			 TypeParameterList
				 TypeParameter
			 ParameterList",Refactor
"
						 ReturnStatement
							 ObjectCreationExpression
								 IdentifierName
								 ArgumentList
									 Argument
										 InvocationExpression
											 SimpleMemberAccessExpression
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
													 ArgumentList
														 Argument
															 SubtractExpression
																 SimpleMemberAccessExpression
																	 IdentifierName
																	 IdentifierName
																 NumericLiteralExpression
												 IdentifierName
											 ArgumentList
","
						 ReturnStatement
							 ObjectCreationExpression
								 IdentifierName JsonPointer
								 ArgumentList
									 Argument
										 InvocationExpression
											 SimpleMemberAccessExpression
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName Tokens
														 IdentifierName Take
													 ArgumentList
														 Argument
															 SubtractExpression
																 SimpleMemberAccessExpression
																	 IdentifierName Tokens
																	 IdentifierName Length
																 NumericLiteralExpression
												 IdentifierName ToArray
											 ArgumentList",Refactor
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiCallback",Remove
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName OpenApiCallback
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument",Rename
"
								 LocalDeclarationStatement
									 VariableDeclaration
										 IdentifierName
										 VariableDeclarator
											 EqualsValueClause
												 InvocationExpression
													 SimpleMemberAccessExpression
														 InvocationExpression
															 SimpleMemberAccessExpression
																 InvocationExpression
																	 SimpleMemberAccessExpression
																		 InvocationExpression
																			 SimpleMemberAccessExpression
																				 IdentifierName
																				 GenericName
																					 TypeArgumentList
																						 IdentifierName
																			 ArgumentList
																		 IdentifierName
																	 ArgumentList
																 IdentifierName
															 ArgumentList
","
								 LocalDeclarationStatement
									 VariableDeclaration
										 IdentifierName var
										 VariableDeclarator
											 EqualsValueClause
												 InvocationExpression
													 SimpleMemberAccessExpression
														 InvocationExpression
															 SimpleMemberAccessExpression
																 InvocationExpression
																	 SimpleMemberAccessExpression
																		 InvocationExpression
																			 SimpleMemberAccessExpression
																				 IdentifierName schemas
																				 GenericName
																					 TypeArgumentList
																						 IdentifierName OpenApiSchema
																			 ArgumentList
																		 IdentifierName Distinct
																	 ArgumentList
																 IdentifierName ToList
															 ArgumentList",Refactor
"
								 LocalDeclarationStatement
									 VariableDeclaration
										 IdentifierName
										 VariableDeclarator
											 EqualsValueClause
												 InvocationExpression
													 SimpleMemberAccessExpression
														 InvocationExpression
															 SimpleMemberAccessExpression
																 InvocationExpression
																	 SimpleMemberAccessExpression
																		 InvocationExpression
																			 SimpleMemberAccessExpression
																				 IdentifierName
																				 GenericName
																					 TypeArgumentList
																						 IdentifierName
																			 ArgumentList
																		 IdentifierName
																	 ArgumentList
																 IdentifierName
															 ArgumentList
","
								 LocalDeclarationStatement
									 VariableDeclaration
										 IdentifierName var
										 VariableDeclarator
											 EqualsValueClause
												 InvocationExpression
													 SimpleMemberAccessExpression
														 InvocationExpression
															 SimpleMemberAccessExpression
																 InvocationExpression
																	 SimpleMemberAccessExpression
																		 InvocationExpression
																			 SimpleMemberAccessExpression
																				 IdentifierName schemas
																				 GenericName
																					 TypeArgumentList
																						 IdentifierName OpenApiSchema
																			 ArgumentList
																		 IdentifierName Distinct
																	 ArgumentList
																 IdentifierName ToList
															 ArgumentList",Remove
"
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 IdentifierName
							 ArgumentList
								 Argument
									 StringLiteralExpression
","
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName Uri
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 IdentifierName Uri
							 ArgumentList
								 Argument
									 StringLiteralExpression",Refactor
"
						 IfStatement
							 LogicalNotExpression
								 InvocationExpression
									 SimpleMemberAccessExpression
										 IdentifierName
										 IdentifierName
									 ArgumentList
										 Argument
											 SimpleMemberAccessExpression
												 SimpleMemberAccessExpression
													 IdentifierName
													 IdentifierName
												 IdentifierName
","
						 IfStatement
							 LogicalNotExpression
								 InvocationExpression
									 SimpleMemberAccessExpression
										 IdentifierName Schemas
										 IdentifierName ContainsKey
									 ArgumentList
										 Argument
											 SimpleMemberAccessExpression
												 SimpleMemberAccessExpression
													 IdentifierName schema
													 IdentifierName Reference
												 IdentifierName Id",Refactor
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiExample",Remove
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName OpenApiExample
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument",Rename
"
	 ClassDeclaration
		 TypeParameterList
			 TypeParameter
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 PredefinedType
						 IdentifierName
","
	 ClassDeclaration
		 TypeParameterList
			 TypeParameter
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 PredefinedType
						 IdentifierName T",Refactor
"
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName
					 EqualsValueClause
						 NullLiteralExpression
","
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName T
					 EqualsValueClause
						 NullLiteralExpression",Refactor
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiHeader",Remove
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName OpenApiHeader
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument",Rename
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiLink",Remove
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName OpenApiLink
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument",Rename
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiPathItem",Remove
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName OpenApiPathItem
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument",Rename
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiPathItem",Refactor
"
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 FalseLiteralExpression
","
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 FalseLiteralExpression",Adjustment
"
								 ThrowStatement
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
										 ArgumentList
											 Argument
												 InvocationExpression
													 IdentifierName
													 ArgumentList
														 Argument
															 IdentifierName
","
								 ThrowStatement
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName Error
											 IdentifierName ArgumentNull
										 ArgumentList
											 Argument
												 InvocationExpression
													 IdentifierName nameof
													 ArgumentList
														 Argument
															 IdentifierName Type",Remove
"
								 ThrowStatement
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
										 ArgumentList
											 Argument
												 InvocationExpression
													 IdentifierName
													 ArgumentList
														 Argument
															 IdentifierName
","
								 ThrowStatement
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName Error
											 IdentifierName ArgumentNull
										 ArgumentList
											 Argument
												 InvocationExpression
													 IdentifierName nameof
													 ArgumentList
														 Argument
															 IdentifierName Type",Remove
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiRequestBody",Remove
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName OpenApiRequestBody
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument",Rename
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiResponse",Remove
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName OpenApiResponse
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument",Rename
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiResponse",Refactor
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
			 SimpleBaseType
				 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiSchema
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible",Remove
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName OpenApiSchema
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument",Rename
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
		 ClassDeclaration
			 BaseList
				 SimpleBaseType
					 GenericName
						 TypeArgumentList
							 IdentifierName OpenApiSecurityScheme",Refactor
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiSecurityScheme",Refactor
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible",Remove
