parsed_smell,parsed_smell_identifiers,message,message_encoded
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName OpenApiRequestBody
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument",Rename,4
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiResponse",Remove,3
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName OpenApiResponse
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument",Rename,4
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiResponse",Refactor,2
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
			 SimpleBaseType
				 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiSchema
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible",Remove,3
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName OpenApiSchema
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument",Rename,4
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
		 ClassDeclaration
			 BaseList
				 SimpleBaseType
					 GenericName
						 TypeArgumentList
							 IdentifierName OpenApiSecurityScheme",Refactor,2
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiSecurityScheme",Refactor,2
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible",Remove,3
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible",Remove,3
"
														 ForEachStatement
															 IdentifierName
															 IdentifierName
","
														 ForEachStatement
															 IdentifierName var
															 IdentifierName openApiOperations",Refactor,2
"
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName OpenApiReference
				 VariableDeclarator",Adjustment,0
"
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName OpenApiReference
				 VariableDeclarator",Remove,3
"
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName OpenApiDocument
				 VariableDeclarator",Adjustment,0
"
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator",Remove,3
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiError
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName OpenApiError
							 ArgumentList",Adjustment,0
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiResponses",Rename,4
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
									 IdentifierName
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName Uri
						 IdentifierName OpenApiDocument
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName Uri
									 IdentifierName OpenApiDocument
							 ArgumentList",Adjustment,0
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
									 IdentifierName
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName Uri
						 IdentifierName IOpenApiReferenceable
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName Uri
									 IdentifierName IOpenApiReferenceable
							 ArgumentList",Adjustment,0
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
									 IdentifierName
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName Uri
						 IdentifierName Stream
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName Uri
									 IdentifierName Stream
							 ArgumentList",Adjustment,0
"
				 ExpressionStatement
					 SimpleAssignmentExpression
						 IdentifierName
						 ObjectCreationExpression
							 IdentifierName
							 ArgumentList
								 Argument
									 AddExpression
										 AddExpression
											 StringLiteralExpression
											 SimpleMemberAccessExpression
												 IdentifierName
												 IdentifierName
										 StringLiteralExpression
","
				 ExpressionStatement
					 SimpleAssignmentExpression
						 IdentifierName BaseUrl
						 ObjectCreationExpression
							 IdentifierName Uri
							 ArgumentList
								 Argument
									 AddExpression
										 AddExpression
											 StringLiteralExpression
											 SimpleMemberAccessExpression
												 IdentifierName Environment
												 IdentifierName CurrentDirectory
										 StringLiteralExpression",Remove,3
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiInfo
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiContact
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiComponents
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiHeader
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiResponse
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiMediaType
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiResponses
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiExternalDocs
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiLicense
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiOAuthFlow
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiTag
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiParameter
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiSchema
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiServer
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiEncoding
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiCallback
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName IOpenApiExtensible
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName IOpenApiExtension
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName item
									 IdentifierName GetType
								 ArgumentList",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 IdentifierName OpenApiExample
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName items
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName items
									 IdentifierName GetType
								 ArgumentList",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiPathItem
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiServerVariable
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiSecurityScheme
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiSecurityRequirement
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiRequestBody
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiPaths
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiLink
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiExample
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiOperation
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 IdentifierName
							 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 IdentifierName OperationType
							 IdentifierName OpenApiOperation
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName item
									 IdentifierName GetType
								 ArgumentList",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName OpenApiHeader
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName item
									 IdentifierName GetType
								 ArgumentList",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName OpenApiCallback
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName item
									 IdentifierName GetType
								 ArgumentList",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName OpenApiMediaType
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName item
									 IdentifierName GetType
								 ArgumentList",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName OpenApiExample
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName item
									 IdentifierName GetType
								 ArgumentList",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName OpenApiLink
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName item
									 IdentifierName GetType
								 ArgumentList",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName OpenApiServerVariable
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName item
									 IdentifierName GetType
								 ArgumentList",Rename,4
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 IdentifierName OpenApiEncoding
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item
						 Argument
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName item
									 IdentifierName GetType
								 ArgumentList",Rename,4
"
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 IdentifierName
							 ArgumentList
								 Argument
									 StringLiteralExpression
","
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName Regex
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 IdentifierName Regex
							 ArgumentList
								 Argument
									 StringLiteralExpression",Adjustment,0
